LoanOriginationDate,CreditScoreRangeLower,CreditScoreRangeUpper,CreditGrade,ProsperRating (Alpha)
2011-07-26 00:00:00,720,739,,D
2012-02-21 00:00:00,700,719,,B
2013-11-07 00:00:00,720,739,,A
2013-05-09 00:00:00,680,699,,B
2014-01-28 00:00:00,700,719,,B
2012-12-26 00:00:00,760,779,,A
2007-04-06 00:00:00,740,759,A,
2013-06-10 00:00:00,800,819,,A
2013-06-26 00:00:00,720,739,,B
2014-02-13 00:00:00,740,759,,B
2006-02-09 00:00:00,0,0,AA,
2013-07-17 00:00:00,700,719,,B
2013-12-11 00:00:00,720,739,,C
2013-05-28 00:00:00,760,779,,B
2008-03-17 00:00:00,800,819,AA,
2010-06-04 00:00:00,740,759,,AA
2012-07-05 00:00:00,640,659,,E
2013-12-02 00:00:00,660,679,,C
2006-10-03 00:00:00,500,519,HR,
2013-02-11 00:00:00,720,739,,C
2013-12-17 00:00:00,700,719,,A
2012-07-19 00:00:00,680,699,,HR
2010-09-24 00:00:00,820,839,,B
2012-06-15 00:00:00,660,679,,C
2013-10-23 00:00:00,640,659,,C
2007-04-03 00:00:00,540,559,HR,
2011-11-03 00:00:00,760,779,,HR
2013-11-05 00:00:00,720,739,,B
2007-03-23 00:00:00,680,699,B,
2010-06-01 00:00:00,640,659,,HR
2013-07-02 00:00:00,720,739,,B
2007-07-06 00:00:00,640,659,C,
2011-07-29 00:00:00,800,819,,AA
2007-02-09 00:00:00,460,479,HR,
2007-08-01 00:00:00,740,759,A,
2013-12-31 00:00:00,680,699,,A
2009-11-03 00:00:00,640,659,,C
2009-11-12 00:00:00,740,759,,
2012-02-28 00:00:00,700,719,,A
2012-05-24 00:00:00,740,759,,C
2009-08-28 00:00:00,660,679,,E
2012-08-31 00:00:00,780,799,,AA
2007-02-13 00:00:00,520,539,HR,
2013-12-13 00:00:00,740,759,,C
2007-06-12 00:00:00,600,619,D,
2013-11-27 00:00:00,740,759,,B
2013-11-22 00:00:00,660,679,,E
2008-06-10 00:00:00,700,719,B,
2012-10-30 00:00:00,660,679,,HR
2014-02-11 00:00:00,640,659,,C
2013-09-11 00:00:00,760,779,,A
2008-06-13 00:00:00,660,679,C,
2013-05-29 00:00:00,740,759,,B
2013-12-30 00:00:00,660,679,,C
2013-09-06 00:00:00,760,779,,AA
2008-05-06 00:00:00,640,659,C,
2012-06-28 00:00:00,720,739,,A
2010-05-13 00:00:00,640,659,,C
2013-10-07 00:00:00,680,699,,D
2007-08-24 00:00:00,620,639,D,
2013-03-28 00:00:00,700,719,,D
2012-04-13 00:00:00,740,759,,A
2013-03-25 00:00:00,700,719,,C
2009-10-15 00:00:00,800,819,,AA
2013-07-19 00:00:00,660,679,,A
2012-01-10 00:00:00,620,639,,E
2012-10-24 00:00:00,800,819,,A
2007-09-19 00:00:00,680,699,B,
2013-11-27 00:00:00,700,719,,D
2011-07-08 00:00:00,840,859,,A
2007-01-31 00:00:00,640,659,C,
2013-10-08 00:00:00,680,699,,C
2010-01-20 00:00:00,680,699,,HR
2013-06-10 00:00:00,740,759,,B
2008-04-08 00:00:00,700,719,B,
2013-11-25 00:00:00,720,739,,B
2011-11-14 00:00:00,700,719,,B
2013-12-05 00:00:00,740,759,,B
2014-01-22 00:00:00,700,719,,C
2013-08-20 00:00:00,700,719,,A
2009-11-27 00:00:00,660,679,,HR
2011-07-28 00:00:00,660,679,,C
2013-10-30 00:00:00,700,719,,A
2013-11-21 00:00:00,700,719,,AA
2008-04-15 00:00:00,820,839,AA,
2013-12-31 00:00:00,700,719,,A
2013-10-04 00:00:00,720,739,,B
2013-08-23 00:00:00,700,719,,A
2012-07-30 00:00:00,820,839,,AA
2012-10-30 00:00:00,720,739,,AA
2014-01-28 00:00:00,700,719,,A
2014-01-22 00:00:00,660,679,,C
2010-12-20 00:00:00,640,659,,D
2008-04-10 00:00:00,640,659,C,
2007-03-27 00:00:00,620,639,D,
2013-07-17 00:00:00,700,719,,C
2011-12-20 00:00:00,780,799,,A
2008-08-07 00:00:00,600,619,D,
2013-11-19 00:00:00,720,739,,B
2013-03-08 00:00:00,680,699,,D
2014-02-27 00:00:00,680,699,,E
2011-06-24 00:00:00,700,719,,HR
2008-05-02 00:00:00,580,599,E,
2012-08-30 00:00:00,700,719,,D
2012-10-02 00:00:00,680,699,,D
2013-10-01 00:00:00,660,679,,C
2007-02-22 00:00:00,0,19,NC,
2008-09-23 00:00:00,700,719,B,
2008-03-12 00:00:00,680,699,B,
2006-11-17 00:00:00,540,559,E,
2013-07-05 00:00:00,720,739,,B
2013-09-20 00:00:00,680,699,,A
2007-03-15 00:00:00,540,559,HR,
2013-04-12 00:00:00,720,739,,HR
2006-10-26 00:00:00,620,639,D,
2012-07-19 00:00:00,740,759,,D
2011-06-27 00:00:00,680,699,,D
2014-01-06 00:00:00,700,719,,B
2014-01-02 00:00:00,660,679,,B
2007-10-26 00:00:00,720,739,A,
2013-06-17 00:00:00,660,679,,C
2010-06-25 00:00:00,740,759,,A
2012-06-27 00:00:00,640,659,,B
2013-12-17 00:00:00,680,699,,E
2013-10-17 00:00:00,800,819,,A
2007-01-31 00:00:00,740,759,A,
2013-06-26 00:00:00,840,859,,AA
2011-12-20 00:00:00,680,699,,B
2007-02-08 00:00:00,680,699,B,
2013-08-16 00:00:00,740,759,,B
2012-02-29 00:00:00,680,699,,D
2007-07-02 00:00:00,620,639,D,
2007-02-21 00:00:00,660,679,C,
2008-08-26 00:00:00,740,759,A,
2013-08-05 00:00:00,680,699,,D
2012-03-15 00:00:00,680,699,,B
2007-12-07 00:00:00,680,699,B,
2013-08-16 00:00:00,720,739,,D
2008-02-13 00:00:00,680,699,B,
2007-11-19 00:00:00,680,699,B,
2012-06-25 00:00:00,700,719,,D
2013-09-09 00:00:00,740,759,,B
2007-12-13 00:00:00,820,839,AA,
2012-10-01 00:00:00,760,779,,AA
2013-12-16 00:00:00,720,739,,C
2013-08-21 00:00:00,760,779,,D
2012-05-24 00:00:00,680,699,,HR
2007-10-10 00:00:00,640,659,C,
2006-07-24 00:00:00,540,559,E,
2013-06-21 00:00:00,720,739,,A
2013-12-13 00:00:00,720,739,,C
2010-07-26 00:00:00,680,699,,C
2013-10-17 00:00:00,720,739,,B
2013-11-18 00:00:00,800,819,,AA
2006-06-08 00:00:00,460,479,HR,
2011-03-31 00:00:00,700,719,,E
2013-11-13 00:00:00,700,719,,C
2013-07-26 00:00:00,760,779,,A
2010-11-30 00:00:00,740,759,,B
2010-09-30 00:00:00,740,759,,A
2013-11-19 00:00:00,660,679,,D
2010-07-20 00:00:00,720,739,,AA
2012-10-19 00:00:00,720,739,,A
2013-12-09 00:00:00,660,679,,C
2007-02-22 00:00:00,700,719,B,
2007-01-26 00:00:00,480,499,HR,
2013-12-20 00:00:00,780,799,,A
2011-07-18 00:00:00,720,739,,D
2013-05-21 00:00:00,700,719,,B
2013-09-20 00:00:00,640,659,,C
2009-08-10 00:00:00,780,799,,C
2008-06-04 00:00:00,660,679,C,
2013-04-23 00:00:00,740,759,,B
2012-09-28 00:00:00,780,799,,AA
2008-06-13 00:00:00,660,679,C,
2012-09-20 00:00:00,660,679,,HR
2014-01-02 00:00:00,660,679,,C
2008-01-23 00:00:00,760,779,AA,
2014-01-30 00:00:00,700,719,,C
2013-05-22 00:00:00,640,659,,B
2008-08-20 00:00:00,700,719,B,
2013-07-01 00:00:00,680,699,,D
2013-12-13 00:00:00,680,699,,E
2014-01-02 00:00:00,680,699,,A
2013-02-28 00:00:00,720,739,,B
2008-02-15 00:00:00,520,539,HR,
2013-12-24 00:00:00,660,679,,C
2013-09-23 00:00:00,720,739,,B
2012-04-26 00:00:00,780,799,,A
2013-01-29 00:00:00,760,779,,A
2012-10-02 00:00:00,700,719,,E
2012-01-27 00:00:00,680,699,,HR
2008-09-16 00:00:00,620,639,D,
2011-11-03 00:00:00,680,699,,E
2014-02-07 00:00:00,700,719,,C
2014-01-14 00:00:00,640,659,,C
2013-06-04 00:00:00,720,739,,B
2012-01-13 00:00:00,680,699,,B
2013-08-28 00:00:00,680,699,,D
2013-12-03 00:00:00,720,739,,A
2006-12-20 00:00:00,760,779,AA,
2014-01-24 00:00:00,760,779,,AA
2014-01-17 00:00:00,700,719,,B
2013-08-08 00:00:00,760,779,,A
2013-02-01 00:00:00,660,679,,B
2011-07-22 00:00:00,660,679,,D
2013-11-15 00:00:00,680,699,,B
2012-02-02 00:00:00,700,719,,HR
2014-01-17 00:00:00,720,739,,D
2008-06-03 00:00:00,620,639,D,
2011-05-19 00:00:00,720,739,,E
2013-02-08 00:00:00,760,779,,B
2014-01-13 00:00:00,740,759,,B
2013-12-05 00:00:00,740,759,,A
2008-06-30 00:00:00,660,679,C,
2013-11-19 00:00:00,720,739,,C
2011-10-27 00:00:00,780,799,,AA
2006-06-06 00:00:00,640,659,C,
2013-07-15 00:00:00,760,779,,D
2014-01-21 00:00:00,680,699,,B
2014-02-28 00:00:00,700,719,,A
2013-10-28 00:00:00,660,679,,HR
2013-09-10 00:00:00,680,699,,D
2012-05-24 00:00:00,660,679,,E
2006-11-20 00:00:00,0,19,NC,
2011-02-25 00:00:00,820,839,,AA
2013-09-18 00:00:00,760,779,,A
2012-03-06 00:00:00,720,739,,B
2008-05-29 00:00:00,800,819,AA,
2006-08-15 00:00:00,720,739,A,
2007-01-23 00:00:00,620,639,D,
2012-09-28 00:00:00,700,719,,A
2006-08-04 00:00:00,560,579,E,
2012-08-09 00:00:00,640,659,,HR
2008-06-12 00:00:00,700,719,B,
2010-12-01 00:00:00,720,739,,B
2013-11-25 00:00:00,740,759,,A
2007-06-27 00:00:00,660,679,C,
2013-12-17 00:00:00,720,739,,C
2008-04-24 00:00:00,720,739,A,
2011-05-31 00:00:00,660,679,,E
2013-10-29 00:00:00,660,679,,E
2014-01-17 00:00:00,640,659,,E
2007-01-31 00:00:00,480,499,HR,
2013-07-18 00:00:00,700,719,,C
2013-11-22 00:00:00,700,719,,A
2007-04-24 00:00:00,680,699,B,
2008-03-28 00:00:00,860,879,AA,
2014-02-11 00:00:00,720,739,,A
2014-01-21 00:00:00,740,759,,AA
2013-12-18 00:00:00,660,679,,C
2011-04-29 00:00:00,660,679,,D
2013-08-05 00:00:00,680,699,,C
2007-08-27 00:00:00,700,719,B,
2011-07-20 00:00:00,660,679,,D
2012-07-02 00:00:00,760,779,,B
2007-01-17 00:00:00,600,619,D,
2013-09-19 00:00:00,660,679,,C
2007-11-09 00:00:00,680,699,B,
2012-06-27 00:00:00,740,759,,A
2006-12-19 00:00:00,660,679,C,
2013-08-08 00:00:00,680,699,,E
2009-09-11 00:00:00,740,759,,A
2012-04-27 00:00:00,720,739,,HR
2012-06-07 00:00:00,620,639,,D
2013-11-04 00:00:00,640,659,,C
2008-04-24 00:00:00,660,679,C,
2007-07-06 00:00:00,740,759,A,
2013-11-12 00:00:00,760,779,,C
2006-12-27 00:00:00,820,839,AA,
2012-03-12 00:00:00,640,659,,C
2012-02-24 00:00:00,700,719,,HR
2012-07-02 00:00:00,660,679,,HR
2014-02-24 00:00:00,660,679,,C
2008-09-26 00:00:00,740,759,A,
2013-05-29 00:00:00,660,679,,A
2013-12-02 00:00:00,680,699,,B
2014-01-17 00:00:00,700,719,,D
2013-05-08 00:00:00,780,799,,A
2013-02-21 00:00:00,760,779,,B
2013-12-18 00:00:00,740,759,,B
2013-08-29 00:00:00,740,759,,D
2012-07-20 00:00:00,660,679,,D
2013-07-19 00:00:00,660,679,,D
2012-07-25 00:00:00,720,739,,HR
2012-09-24 00:00:00,660,679,,E
2013-01-24 00:00:00,660,679,,HR
2006-05-19 00:00:00,680,699,B,
2013-08-09 00:00:00,760,779,,B
2009-12-30 00:00:00,800,819,,AA
2013-12-12 00:00:00,640,659,,D
2012-09-20 00:00:00,640,659,,C
2013-06-26 00:00:00,680,699,,B
2013-10-10 00:00:00,640,659,,E
2010-08-03 00:00:00,740,759,,D
2007-07-03 00:00:00,640,659,C,
2012-02-13 00:00:00,780,799,,AA
2013-08-13 00:00:00,620,639,,E
2013-11-27 00:00:00,720,739,,B
2010-06-09 00:00:00,740,759,,B
2010-12-21 00:00:00,700,719,,E
2014-03-04 00:00:00,680,699,,C
2012-09-14 00:00:00,700,719,,B
2013-03-01 00:00:00,700,719,,B
2012-10-26 00:00:00,660,679,,HR
2013-11-01 00:00:00,800,819,,A
2012-06-04 00:00:00,700,719,,HR
2013-10-03 00:00:00,640,659,,HR
2010-02-19 00:00:00,760,779,,A
2013-11-29 00:00:00,680,699,,D
2014-02-12 00:00:00,760,779,,B
2014-02-12 00:00:00,760,779,,B
2013-12-09 00:00:00,680,699,,B
2013-12-24 00:00:00,660,679,,C
2012-08-28 00:00:00,700,719,,C
2013-09-18 00:00:00,700,719,,A
2008-02-26 00:00:00,520,539,HR,
2008-04-14 00:00:00,660,679,C,
2011-01-28 00:00:00,780,799,,AA
2014-01-27 00:00:00,640,659,,E
2011-06-30 00:00:00,660,679,,B
2011-04-12 00:00:00,620,639,,HR
2012-12-12 00:00:00,680,699,,D
2013-04-29 00:00:00,800,819,,D
2014-03-06 00:00:00,720,739,,AA
2009-12-23 00:00:00,800,819,,AA
2012-07-11 00:00:00,720,739,,C
2012-04-23 00:00:00,680,699,,C
2013-11-26 00:00:00,680,699,,C
2014-03-11 00:00:00,720,739,,AA
2012-09-13 00:00:00,680,699,,D
2013-05-28 00:00:00,700,719,,E
2008-05-23 00:00:00,680,699,B,
2013-11-14 00:00:00,660,679,,D
2009-11-27 00:00:00,720,739,,A
2006-04-05 00:00:00,0,0,AA,
2012-05-25 00:00:00,640,659,,D
2012-09-28 00:00:00,680,699,,D
2013-09-30 00:00:00,640,659,,D
2013-10-18 00:00:00,720,739,,C
2010-03-23 00:00:00,640,659,,D
2013-08-26 00:00:00,780,799,,B
2012-02-13 00:00:00,700,719,,C
2013-12-11 00:00:00,680,699,,C
2008-10-06 00:00:00,600,619,D,
2011-08-30 00:00:00,660,679,,D
2006-12-27 00:00:00,780,799,AA,
2013-07-23 00:00:00,640,659,,C
2012-05-25 00:00:00,660,679,,HR
2011-12-09 00:00:00,680,699,,HR
2011-08-25 00:00:00,700,719,,D
2014-03-05 00:00:00,660,679,,C
2007-01-24 00:00:00,800,819,AA,
2007-12-14 00:00:00,640,659,C,
2013-09-25 00:00:00,700,719,,C
2008-01-08 00:00:00,620,639,D,
2011-03-31 00:00:00,760,779,,A
2012-06-22 00:00:00,660,679,,HR
2013-11-29 00:00:00,740,759,,A
2012-06-26 00:00:00,700,719,,HR
2008-02-19 00:00:00,640,659,C,
2007-04-19 00:00:00,720,739,A,
2013-09-19 00:00:00,640,659,,E
2013-03-18 00:00:00,780,799,,B
2007-06-18 00:00:00,740,759,A,
2014-02-11 00:00:00,660,679,,A
2013-05-22 00:00:00,740,759,,D
2011-09-29 00:00:00,700,719,,A
2010-02-26 00:00:00,760,779,,AA
2013-03-04 00:00:00,680,699,,C
2009-09-30 00:00:00,720,739,,A
2013-12-20 00:00:00,700,719,,C
2012-01-20 00:00:00,660,679,,E
2013-12-27 00:00:00,660,679,,A
2006-12-07 00:00:00,460,479,HR,
2012-02-07 00:00:00,680,699,,C
2012-04-13 00:00:00,760,779,,A
2007-08-28 00:00:00,740,759,A,
2012-04-10 00:00:00,700,719,,HR
2008-01-15 00:00:00,600,619,D,
2013-10-04 00:00:00,660,679,,A
2007-05-29 00:00:00,760,779,AA,
2011-09-29 00:00:00,640,659,,B
2012-12-26 00:00:00,720,739,,E
2014-02-13 00:00:00,640,659,,B
2010-11-26 00:00:00,740,759,,B
2013-06-20 00:00:00,700,719,,C
2014-01-06 00:00:00,640,659,,E
2008-07-23 00:00:00,660,679,C,
2012-04-10 00:00:00,760,779,,C
2013-12-03 00:00:00,680,699,,B
2013-12-13 00:00:00,740,759,,AA
2014-03-10 00:00:00,760,779,,AA
2006-06-21 00:00:00,700,719,B,
2012-09-19 00:00:00,720,739,,HR
2012-03-23 00:00:00,720,739,,C
2008-05-16 00:00:00,640,659,C,
2014-01-28 00:00:00,740,759,,AA
2011-09-13 00:00:00,660,679,,D
2013-06-28 00:00:00,780,799,,A
2013-10-09 00:00:00,660,679,,HR
2013-12-30 00:00:00,700,719,,B
2007-04-12 00:00:00,520,539,HR,
2007-09-25 00:00:00,700,719,B,
2013-05-29 00:00:00,740,759,,B
2013-06-27 00:00:00,860,879,,AA
2013-10-21 00:00:00,680,699,,B
2008-04-03 00:00:00,760,779,AA,
2008-03-14 00:00:00,720,739,A,
2013-11-08 00:00:00,720,739,,B
2012-01-30 00:00:00,660,679,,E
2013-12-11 00:00:00,680,699,,C
2012-02-29 00:00:00,660,679,,HR
2006-12-28 00:00:00,560,579,E,
2008-03-24 00:00:00,680,699,B,
2010-11-23 00:00:00,720,739,,B
2014-02-04 00:00:00,680,699,,B
2006-08-22 00:00:00,500,519,HR,
2013-12-13 00:00:00,700,719,,B
2014-02-04 00:00:00,700,719,,C
2013-12-16 00:00:00,660,679,,D
2013-01-09 00:00:00,720,739,,C
2013-10-24 00:00:00,760,779,,B
2013-09-24 00:00:00,660,679,,E
2013-02-05 00:00:00,680,699,,C
2014-01-07 00:00:00,660,679,,C
2011-09-28 00:00:00,720,739,,D
2008-04-28 00:00:00,680,699,B,
2011-01-19 00:00:00,700,719,,B
2011-02-25 00:00:00,680,699,,D
2011-12-22 00:00:00,760,779,,A
2007-04-06 00:00:00,620,639,D,
2011-09-30 00:00:00,720,739,,HR
2014-01-03 00:00:00,680,699,,C
2014-02-28 00:00:00,660,679,,C
2014-01-14 00:00:00,700,719,,A
2012-11-01 00:00:00,660,679,,HR
2013-12-26 00:00:00,640,659,,E
2006-03-15 00:00:00,0,0,C,
2012-06-04 00:00:00,660,679,,HR
2013-10-18 00:00:00,700,719,,B
2012-12-12 00:00:00,700,719,,D
2014-03-05 00:00:00,680,699,,B
2007-05-16 00:00:00,660,679,C,
2012-10-05 00:00:00,760,779,,B
2013-06-05 00:00:00,700,719,,A
2008-05-14 00:00:00,640,659,C,
2013-07-18 00:00:00,740,759,,B
2006-07-28 00:00:00,540,559,E,
2012-11-08 00:00:00,700,719,,HR
2008-05-08 00:00:00,680,699,B,
2012-05-17 00:00:00,740,759,,B
2014-01-16 00:00:00,660,679,,C
2012-05-31 00:00:00,680,699,,B
2008-09-03 00:00:00,680,699,B,
2013-06-26 00:00:00,700,719,,B
2010-08-11 00:00:00,640,659,,HR
2006-06-05 00:00:00,640,659,C,
2011-08-09 00:00:00,720,739,,A
2012-12-18 00:00:00,700,719,,C
2006-03-01 00:00:00,0,0,C,
2008-04-15 00:00:00,700,719,B,
2013-11-19 00:00:00,720,739,,B
2013-08-14 00:00:00,760,779,,A
2013-08-08 00:00:00,680,699,,C
2013-12-27 00:00:00,700,719,,AA
2014-01-15 00:00:00,660,679,,E
2012-12-10 00:00:00,620,639,,E
2013-08-22 00:00:00,700,719,,D
2007-10-03 00:00:00,720,739,A,
2011-04-26 00:00:00,780,799,,B
2012-03-05 00:00:00,660,679,,HR
2007-02-07 00:00:00,540,559,E,
2014-03-11 00:00:00,660,679,,C
2008-05-20 00:00:00,620,639,D,
2006-09-06 00:00:00,620,639,D,
2013-05-24 00:00:00,700,719,,C
2010-11-16 00:00:00,760,779,,B
2013-06-26 00:00:00,620,639,,E
2014-02-06 00:00:00,720,739,,C
2013-11-27 00:00:00,660,679,,C
2010-01-15 00:00:00,700,719,,C
2013-12-23 00:00:00,660,679,,E
2012-07-31 00:00:00,640,659,,C
2010-07-27 00:00:00,720,739,,B
2007-12-14 00:00:00,800,819,AA,
2013-09-05 00:00:00,740,759,,B
2008-05-21 00:00:00,600,619,D,
2013-09-26 00:00:00,660,679,,E
2013-05-17 00:00:00,800,819,,B
2014-02-10 00:00:00,680,699,,A
2009-10-22 00:00:00,600,619,,E
2012-01-31 00:00:00,800,819,,A
2012-05-07 00:00:00,700,719,,B
2014-03-03 00:00:00,700,719,,C
2013-10-16 00:00:00,700,719,,D
2006-11-21 00:00:00,460,479,HR,
2012-02-28 00:00:00,600,619,,E
2013-05-28 00:00:00,700,719,,B
2012-03-28 00:00:00,680,699,,B
2014-01-28 00:00:00,640,659,,E
2012-06-27 00:00:00,680,699,,C
2013-10-16 00:00:00,760,779,,C
2014-02-20 00:00:00,680,699,,B
2007-01-25 00:00:00,480,499,HR,
2008-07-02 00:00:00,660,679,C,
2012-01-30 00:00:00,800,819,,A
2013-08-02 00:00:00,660,679,,B
2014-02-21 00:00:00,760,779,,A
2012-06-01 00:00:00,740,759,,B
2013-09-20 00:00:00,640,659,,E
2014-01-22 00:00:00,760,779,,AA
2013-01-25 00:00:00,680,699,,D
2014-01-28 00:00:00,700,719,,A
2008-09-23 00:00:00,560,579,E,
2007-12-11 00:00:00,780,799,AA,
2013-10-15 00:00:00,780,799,,B
2013-08-22 00:00:00,640,659,,B
2013-08-14 00:00:00,740,759,,A
2010-05-28 00:00:00,640,659,,D
2007-05-15 00:00:00,680,699,B,
2011-10-26 00:00:00,760,779,,A
2007-01-12 00:00:00,480,499,HR,
2006-09-28 00:00:00,640,659,C,
2008-06-10 00:00:00,740,759,A,
2008-04-01 00:00:00,760,779,AA,
2013-12-05 00:00:00,700,719,,D
2013-06-24 00:00:00,700,719,,D
2012-11-27 00:00:00,700,719,,B
2011-08-11 00:00:00,820,839,,AA
2008-04-23 00:00:00,600,619,D,
2014-03-07 00:00:00,680,699,,C
2013-12-18 00:00:00,660,679,,B
2007-12-21 00:00:00,660,679,C,
2011-01-11 00:00:00,680,699,,D
2013-10-02 00:00:00,740,759,,B
2012-07-30 00:00:00,760,779,,E
2014-02-12 00:00:00,740,759,,B
2013-11-06 00:00:00,660,679,,E
2013-12-17 00:00:00,640,659,,D
2009-11-05 00:00:00,800,819,,AA
2012-04-23 00:00:00,640,659,,B
2013-07-24 00:00:00,740,759,,E
2008-07-03 00:00:00,580,599,E,
2012-10-23 00:00:00,720,739,,E
2007-01-25 00:00:00,500,519,HR,
2012-09-06 00:00:00,760,779,,AA
2012-09-07 00:00:00,820,839,,A
2006-06-14 00:00:00,620,639,D,
2012-04-06 00:00:00,740,759,,A
2014-01-16 00:00:00,700,719,,B
2006-09-29 00:00:00,540,559,E,
2013-12-17 00:00:00,700,719,,A
2014-03-10 00:00:00,720,739,,C
2007-06-15 00:00:00,740,759,A,
2010-09-16 00:00:00,800,819,,AA
2013-04-22 00:00:00,680,699,,C
2012-06-27 00:00:00,740,759,,D
2012-09-05 00:00:00,740,759,,B
2012-09-10 00:00:00,640,659,,E
2010-03-16 00:00:00,700,719,,D
2007-04-09 00:00:00,720,739,A,
2006-12-18 00:00:00,560,579,E,
2014-02-24 00:00:00,660,679,,D
2013-12-11 00:00:00,680,699,,C
2010-07-20 00:00:00,740,759,,A
2011-10-31 00:00:00,700,719,,A
2013-10-17 00:00:00,660,679,,B
2008-07-18 00:00:00,740,759,A,
2013-07-23 00:00:00,720,739,,A
2012-07-23 00:00:00,760,779,,A
2012-02-06 00:00:00,760,779,,B
2013-11-04 00:00:00,660,679,,D
2014-03-05 00:00:00,680,699,,B
2014-01-03 00:00:00,700,719,,B
2014-02-06 00:00:00,680,699,,D
2013-08-16 00:00:00,700,719,,B
2013-01-15 00:00:00,800,819,,A
2008-06-24 00:00:00,760,779,AA,
2013-11-26 00:00:00,720,739,,C
2011-03-30 00:00:00,720,739,,D
2014-02-18 00:00:00,680,699,,A
2014-01-09 00:00:00,700,719,,C
2007-06-11 00:00:00,660,679,C,
2007-12-12 00:00:00,580,599,E,
2013-12-13 00:00:00,680,699,,C
2014-02-19 00:00:00,680,699,,B
2014-02-18 00:00:00,720,739,,B
2013-06-04 00:00:00,720,739,,E
2011-01-11 00:00:00,680,699,,D
2007-08-09 00:00:00,600,619,D,
2013-09-19 00:00:00,680,699,,HR
2013-12-18 00:00:00,700,719,,A
2013-05-20 00:00:00,660,679,,D
2008-09-09 00:00:00,660,679,C,
2013-01-23 00:00:00,680,699,,E
2011-11-03 00:00:00,720,739,,B
2010-06-04 00:00:00,740,759,,A
2008-05-28 00:00:00,660,679,C,
2013-07-18 00:00:00,660,679,,D
2014-02-11 00:00:00,660,679,,C
2010-07-29 00:00:00,700,719,,D
2011-12-14 00:00:00,660,679,,HR
2013-01-17 00:00:00,660,679,,D
2013-11-27 00:00:00,660,679,,D
2011-08-03 00:00:00,660,679,,D
2014-02-03 00:00:00,660,679,,C
2013-11-06 00:00:00,640,659,,C
2013-12-18 00:00:00,700,719,,A
2013-11-12 00:00:00,680,699,,B
2013-12-19 00:00:00,720,739,,B
2013-03-19 00:00:00,720,739,,C
2014-02-11 00:00:00,640,659,,C
2011-06-29 00:00:00,620,639,,D
2013-06-25 00:00:00,740,759,,B
2010-02-04 00:00:00,620,639,,HR
2011-09-23 00:00:00,700,719,,B
2012-07-16 00:00:00,780,799,,AA
2012-02-14 00:00:00,660,679,,HR
2013-06-28 00:00:00,760,779,,B
2013-10-04 00:00:00,700,719,,D
2010-03-31 00:00:00,720,739,,A
2012-04-18 00:00:00,700,719,,B
2013-10-17 00:00:00,680,699,,C
2008-04-01 00:00:00,640,659,C,
2008-04-22 00:00:00,720,739,A,
2013-07-30 00:00:00,720,739,,E
2013-06-06 00:00:00,680,699,,C
2007-03-07 00:00:00,520,539,HR,
2013-07-22 00:00:00,700,719,,C
2013-12-05 00:00:00,740,759,,B
2011-09-30 00:00:00,700,719,,D
2011-03-25 00:00:00,720,739,,B
2010-04-20 00:00:00,680,699,,HR
2013-05-22 00:00:00,760,779,,C
2012-05-25 00:00:00,660,679,,C
2006-07-26 00:00:00,540,559,E,
2011-11-28 00:00:00,720,739,,B
2012-02-16 00:00:00,680,699,,HR
2012-07-31 00:00:00,640,659,,HR
2008-06-24 00:00:00,640,659,C,
2008-04-18 00:00:00,680,699,B,
2012-11-26 00:00:00,720,739,,HR
2014-02-19 00:00:00,660,679,,C
2006-06-13 00:00:00,660,679,C,
2011-12-16 00:00:00,660,679,,E
2013-12-12 00:00:00,760,779,,A
2013-12-30 00:00:00,680,699,,A
2011-06-17 00:00:00,780,799,,E
2012-05-11 00:00:00,720,739,,C
2013-10-16 00:00:00,700,719,,E
2013-06-28 00:00:00,720,739,,A
2013-07-11 00:00:00,640,659,,E
2012-04-30 00:00:00,760,779,,B
2012-03-29 00:00:00,740,759,,C
2008-03-05 00:00:00,640,659,C,
2012-08-28 00:00:00,660,679,,D
2013-12-24 00:00:00,720,739,,C
2007-12-24 00:00:00,520,539,HR,
2014-01-08 00:00:00,720,739,,AA
2012-09-11 00:00:00,740,759,,HR
2010-01-22 00:00:00,600,619,,HR
2008-06-12 00:00:00,780,799,AA,
2007-07-10 00:00:00,600,619,D,
2012-08-13 00:00:00,800,819,,C
2008-08-26 00:00:00,760,779,AA,
2014-02-12 00:00:00,800,819,,AA
2013-10-01 00:00:00,680,699,,C
2008-03-21 00:00:00,520,539,HR,
2013-12-12 00:00:00,700,719,,A
2012-04-23 00:00:00,720,739,,B
2014-01-29 00:00:00,700,719,,C
2009-12-29 00:00:00,660,679,,E
2012-05-15 00:00:00,780,799,,A
2011-08-09 00:00:00,680,699,,D
2011-10-28 00:00:00,700,719,,E
2013-04-26 00:00:00,820,839,,B
2011-12-15 00:00:00,700,719,,D
2012-03-21 00:00:00,700,719,,B
2012-08-09 00:00:00,740,759,,A
2013-11-18 00:00:00,740,759,,A
2012-05-21 00:00:00,720,739,,HR
2013-09-24 00:00:00,740,759,,B
2013-06-25 00:00:00,700,719,,C
2008-08-25 00:00:00,520,539,HR,
2006-06-08 00:00:00,680,699,B,
2013-12-09 00:00:00,700,719,,B
2014-02-11 00:00:00,680,699,,B
2014-01-09 00:00:00,680,699,,A
2012-09-27 00:00:00,680,699,,HR
